Unnamed: 0,Name,Movie,Line,Sentiment,Irony,Hate,Intimacy
0,Vers,captain_marvel.txt,Can't sleep.,0.0,[ 1.3417286  -0.39300784],[ 1.4152566 -1.2958093],0.05515849590301514
1,Yon-Rogg,captain_marvel.txt,There are tabs for that.,0.0,[0.09317578 0.45658094],[ 1.5656387 -1.5282512],0.02573147416114807
2,Vers,captain_marvel.txt,"Yeah, but then I'd be sleeping.",0.0,[ 0.9931153  -0.29375187],[ 1.3163303 -1.2302364],0.08741596341133118
3,Yon-Rogg,captain_marvel.txt,Dreams again?,0.0,[ 1.2819821 -0.7283287],[ 1.8824941 -1.599785 ],0.029703080654144287
4,Vers,captain_marvel.txt,Wanna fight?,0.0,[ 1.9199158 -1.0774909],[ 1.2607627 -1.4234742],0.03453800082206726
5,Vers,captain_marvel.txt,I slipped.,0.0,[ 0.70949733 -0.0390355 ],[ 1.4472471 -1.3806614],0.06176680326461792
6,Yon-Rogg,captain_marvel.txt,Right. You slipped as a result of me punching you in the face.,0.2857142857142857,[ 1.1964622  -0.54289275],[ 1.1939155 -1.1586105],0.17754529416561127
7,Vers,captain_marvel.txt,I was already slipping when you happened to punch me in the face. The two events are not related.,-0.05,[ 1.8009603 -1.0877172],[ 1.6426175 -1.6053338],0.09639996290206909
8,Yon-Rogg,captain_marvel.txt,Anything new?,0.1363636363636363,[ 2.1249404 -1.2504989],[ 1.625489  -1.5946227],0.027744710445404053
9,Vers,captain_marvel.txt,No.,0.0,[ 1.1156424 -0.377345 ],[ 0.848548 -0.758422],0.026728183031082153
10,Yon-Rogg,captain_marvel.txt,You've got to let go of your past.,-0.25,[ 1.3313636  -0.46962526],[ 1.6784059 -1.6000826],0.16769371926784515
11,Yon-Rogg,captain_marvel.txt,"It's causing you doubt, and doubt makes you vulnerable.",-0.5,[ 0.99084073 -0.42304444],[ 1.9173995 -1.8110474],0.12631440162658691
12,Yon-Rogg,captain_marvel.txt,Control it.,0.0,[0.10717741 0.45855024],[ 1.1507275  -0.98879695],0.04983037710189819
13,Yon-Rogg,captain_marvel.txt,Lose control again and you'll have to convene with the Supreme Intelligence. There is nothing more dangerous to a warrior than emotion.,-0.0499999999999999,[ 1.2814698 -0.6068088],[ 1.3964986 -1.4373412],0.05261543393135071
14,Yon-Rogg,captain_marvel.txt,Humor is a distraction. And anger? Anger only serves the enemy.,-0.4666666666666666,[ 1.1203688  -0.48194602],[ 1.2671825 -1.2146524],0.04354056715965271
15,Vers,captain_marvel.txt,Has anybody seen what the Supreme Intelligence really looks like?,0.2,[ 1.469717  -0.7637358],[ 1.7371454 -1.7430071],0.033631354570388794
16,Yon-Rogg,captain_marvel.txt,"No-one can look upon the Supreme Intelligence in its true form. You know that. Our subconscious chooses the way they appear to us. So it's sacred, it's personal. The Kree divulges it ever.",0.1166666666666666,[ 1.7289342 -1.0457304],[ 1.5694383 -1.5407635],0.0648500919342041
17,Vers,captain_marvel.txt,Who do you see? Your brother?,0.0,[ 2.1732318 -1.3980995],[ 1.6531204 -1.7773474],0.16108179092407227
18,Yon-Rogg,captain_marvel.txt,No.,0.0,[ 1.1156424 -0.377345 ],[ 0.848548 -0.758422],0.026728183031082153
19,Vers,captain_marvel.txt,Father?,0.0,[ 1.4737633 -0.5877843],[ 1.5353731 -1.4712232],0.080270916223526
20,Vers,captain_marvel.txt,Your old commander?,0.1,[ 1.5426118  -0.73044145],[ 1.7578412 -1.7684189],0.09823286533355713
21,Yon-Rogg,captain_marvel.txt,Vers...,0.0,[0.57336843 0.05796251],[ 1.1268356 -1.0734862],0.028760164976119995
22,Vers,captain_marvel.txt,(smug),0.0,[ 1.721973  -0.7707761],[ 1.1105412 -1.1460118],0.024967491626739502
23,Vers,captain_marvel.txt,(laughing),0.0,[0.81513816 0.07677364],[ 1.0107096 -0.8799908],0.09499579668045044
24,Yon-Rogg,captain_marvel.txt,Yes. But you won't succeed in changing my mind on the subject.,-0.1666666666666666,[ 1.9168637 -1.1767765],[ 1.5178902 -1.4028643],0.10044270753860474
25,Vers,captain_marvel.txt,What is the point of giving me these [gestures to her hands] if you don't want me to use them?,0.0,[ 1.8215014 -1.244542 ],[ 1.1973082 -1.3566493],0.1758318990468979
26,Yon-Rogg,captain_marvel.txt,You're going to use them. The Supreme Intelligence made me the responsibility of showing you how to use them.,0.0,[ 0.65832114 -0.0329953 ],[ 1.4438739 -1.3295326],0.08149054646492004
27,Vers,captain_marvel.txt,I know how.,0.0,[ 1.0209726  -0.06750643],[ 1.5238622 -1.3167435],0.05377510190010071
28,Yon-Rogg,captain_marvel.txt,"Well if that were true, you'd knock me down without them.",0.0972222222222222,[ 1.1725684  -0.43089044],[ 1.3046182 -1.2332488],0.1407398283481598
29,Yon-Rogg,captain_marvel.txt,"Control your impulses. Stop using this [points to her chest, above her heart] and start using this [gestures towards her head]. I need you to be the best version of yourself.",0.5,[ 1.6096267 -1.0549445],[ 1.0716151 -1.1303035],0.1695518046617508
30,Supreme Intelligence,captain_marvel.txt,Vers.,0.0,[ 0.6373272  -0.05781407],[ 0.8025179  -0.73050445],0.026037752628326416
31,Vers,captain_marvel.txt,Intelligence.,0.0,[0.34034926 0.42610866],[ 1.0412891  -0.98756045],0.03197053074836731
32,Supreme Intelligence,captain_marvel.txt,Your commander insists that you're fit to serve.,0.4,[-0.6148586  1.1815993],[ 1.6110063 -1.6803788],0.1199415922164917
33,Vers,captain_marvel.txt,I am.,0.0,[ 1.4863999 -0.6114007],[ 1.2464242 -1.1461014],0.1089407205581665
34,Supreme Intelligence,captain_marvel.txt,"You struggle with your emotions, with your past which fuels them.",-0.25,[ 0.98718953 -0.46627527],[ 2.1521366 -1.8783582],0.16133248805999756
35,Supreme Intelligence,captain_marvel.txt,You are just one victim of the Skrull expansion that has threatened our civilisation for centuries. Imposters who silently infiltrate then take over our planets.,-0.0375,[-0.32662162  0.6986671 ],[ 0.49561095 -0.67700684],0.06918486952781677
36,Supreme Intelligence,captain_marvel.txt,Horrors which you remember and so much which you do not.,0.2,[ 1.004329   -0.50110626],[ 2.211364  -1.9052558],0.04070010781288147
37,Vers,captain_marvel.txt,It's all... blank. My life. You're supposed to take the form of you I most admire but I don't even remember who this person was to me.,0.25,[ 1.8842305 -1.1403445],[ 2.0549629 -2.1075227],0.17209136486053467
38,Supreme Intelligence,captain_marvel.txt,"Perhaps this is a mercy, sparing you from a deeper pain. Freeing you to do what all Kree must. Put your people's needs before your own. We've given you a great gift, a chance to fight for the good of all Kree.",0.6999999999999998,[ 1.6074429 -0.857398 ],[ 2.0827506 -2.1809158],0.1757904291152954
39,Vers,captain_marvel.txt,I want to serve.,0.0,[0.55605996 0.23098421],[ 1.6573333 -1.6205351],0.1479865312576294
40,Supreme Intelligence,captain_marvel.txt,Then master yourself; what was given can be taken away.,0.0,[ 1.7337694 -1.0897715],[ 1.852419 -1.813241],0.09220141172409058
41,Vers,captain_marvel.txt,I won't let you down.,-0.1555555555555555,[ 1.2667098 -0.5095944],[ 1.4986538 -1.4235095],0.17753270268440247
42,Supreme Intelligence,captain_marvel.txt,We'll know soon enough. You have a mission. Serve well and with honor.,0.0,[ 1.6942776  -0.79160464],[ 1.7961448 -1.6719052],0.17221876978874207
43,Vers,captain_marvel.txt,Why?,0.0,[ 1.8556874 -0.9093038],[ 1.1259345 -1.0720764],0.06853637099266052
44,Vers,captain_marvel.txt,Well maybe if you were more attractive then it would be less disturbing.,0.1583333333333333,[-0.176626   0.4420133],[ 1.0000739  -0.95734125],0.1328766942024231
45,Yon-Rogg,captain_marvel.txt,Listen up team! Knock it off (pointing at Carol).,0.0,[ 0.89320534 -0.22001722],[ 0.999666 -0.954532],0.019803673028945923
46,Yon-Rogg,captain_marvel.txt,"Alright, prepare for a search and rescue of our spy, Soh-Larr. The Skrulls have invaded yet another border planet, this time Torfa. Soh-Larr sent a warning signal, which we've intercepted, that his cover's blown. The Skrull General Talos has sent kill units to find him. Should they reach him before we do, the intelligence he has acquired over three years is as good as theirs. The accusors will bomb a Skrull stronghold here in the south. We slip in, we locate Soh-Larr and we get out, leaving them none the wiser. The Torfa populace; we are not to interfere with them nor them with us. Nothing compromises the security of our mission. Proceed with caution. Follow protocol before extracting him.",0.375,[ 1.7378237 -1.1465625],[ 0.8304919 -1.1697868],0.058340251445770264
47,Yon-Rogg,captain_marvel.txt,"This is a dangerous mission, we must all be ready to join the collective if that is our fate today. For the good of all Kree!",0.1583333333333333,[ 2.0562384 -1.2862841],[ 2.0090768 -2.0713232],0.09700429439544678
48,Yon-Rogg,captain_marvel.txt,"Vers, track Soh-Larr's beacon. Att-Lass and Minn-Erva find elevation.",0.0,[ 1.8440098 -1.1408083],[ 1.8551434 -2.0694034],0.02604079246520996
49,Yon-Rogg,captain_marvel.txt,Minn-Erva?,0.0,[ 1.9501562 -1.0441772],[ 1.4969059 -1.58961  ],0.029613792896270752
50,Yon-Rogg,captain_marvel.txt,Repeat.,0.0,[ 0.95815384 -0.25102034],[ 0.9275694  -0.83469737],0.026349425315856934
51,Vers,captain_marvel.txt,His beacon's coming from that temple. Let's move.,0.0,[ 1.2519661  -0.48168242],[ 1.1467751 -1.2937657],0.07025381922721863
52,Yon-Rogg,captain_marvel.txt,"No. This is the perfect spot for an ambush. Only one way in, only one way out.",0.3333333333333333,[ 1.227193  -0.6375322],[ 1.04847 -1.22163],0.024378687143325806
53,Yon-Rogg,captain_marvel.txt,We don't know if they are locals. Too risky.,0.0,[ 1.8874217 -1.2393612],[ 1.487882  -1.5026515],0.03712502121925354
54,Vers,captain_marvel.txt,You don't have to go with me. I'll go alone.,0.0,[ 2.192899  -1.4839271],[ 1.4362346 -1.273453 ],0.12016317248344421
55,Yon-Rogg,captain_marvel.txt,No! You won't.,0.0,[ 0.871488  -0.2160264],[ 1.2093211 -1.1197616],0.09771329164505005
56,Yon-Rogg,captain_marvel.txt,"Right. Keep a close radius, we lose comms we meet back at the Helion. Come on.",0.1428571428571428,[ 1.9928737 -1.0896943],[ 1.3984914 -1.4540112],0.03141161799430847
57,Yon-Rogg,captain_marvel.txt,Get back!,0.0,[ 1.780274   -0.92924577],[ 1.3133471 -1.2631844],0.07040280103683472
58,Yon-Rogg,captain_marvel.txt,Get back. Back!,0.0,[ 1.7254429 -1.0699654],[ 1.4850191 -1.4879109],0.044937074184417725
59,Yon-Rogg,captain_marvel.txt,"Minn-Erva, do you have eyes on this?",0.0,[ 2.3684037 -1.4528184],[ 1.7791039 -1.9130174],0.07907819747924805
60,Yon-Rogg,captain_marvel.txt,(to the locals) Get back! Minn-Erva!,0.0,[ 1.9233749  -0.97600985],[ 1.8363575 -2.0235722],0.027037382125854492
61,Yon-Rogg,captain_marvel.txt,I don't want to hurt you. Get back! Stay back!,0.0,[ 2.0297494 -1.2850195],[ 0.8286349 -0.9348758],0.1783795952796936
62,Vers,captain_marvel.txt,HGX-78,0.0,[ 1.6202794 -0.8281691],[ 1.2900788 -1.2992474],0.023738324642181396
63,Yon-Rogg,captain_marvel.txt,Skrulls!,0.0,[0.5383494  0.12178638],[ 1.0621299 -1.0323544],0.024501115083694458
64,Yon-Rogg,captain_marvel.txt,Vers!,0.0,[0.3456479  0.35564312],[ 0.8903209 -0.8355746],0.029612243175506592
65,Yon-Rogg,captain_marvel.txt,Back to the Helion!,0.0,[ 1.5100394  -0.68352157],[ 1.3218058 -1.413184 ],0.017665892839431763
66,Vers,captain_marvel.txt,How did you know the code?,0.0,[ 2.0855343 -1.3615904],[ 1.7963371 -1.7018672],0.02727675437927246
67,General Talos (voiceover),captain_marvel.txt,Where are we?,0.0,[ 2.1594737 -1.2222228],[ 1.5449764 -1.6130606],0.03414362668991089
68,Maria,captain_marvel.txt,Where's your head at?,0.0,[ 2.2334514 -1.293452 ],[ 1.3534056 -1.2661258],0.13918977975845337
69,Vers,captain_marvel.txt,In the clouds. Where's yours?,0.0,[ 2.1424816 -1.2326211],[ 1.6292433 -1.6393291],0.029373764991760254
70,Maria,captain_marvel.txt,On my shoulders. About to show these boys how to do it. You ready?,0.2,[ 1.8844359 -1.0244244],[ 1.4656861 -1.5559202],0.17672976851463318
71,Vers,captain_marvel.txt,"Higher, further, faster baby.",0.125,[ 1.3475378 -0.5923141],[ 0.92633253 -1.0083851 ],0.051552534103393555
72,Maria,captain_marvel.txt,That's right.,0.2857142857142857,[-0.23289101  0.8131516 ],[ 1.0282716  -0.92415416],0.03901517391204834
73,General Talos (voiceover),captain_marvel.txt,This can't be right.,0.2857142857142857,[ 1.3214387 -0.4697495],[ 1.198614 -1.137002],0.05679541826248169
74,General Talos (voiceover),captain_marvel.txt,Go back even further.,0.0,[ 1.4363923 -1.0467875],[ 1.7113069 -1.6727017],0.02650630474090576
75,General Talos (voiceover),captain_marvel.txt,Who is this person? Are we in the right...?,0.2857142857142857,[ 2.0216074 -1.3429649],[ 1.6919131 -1.8258395],0.11390195786952972
76,General Talos (voiceover),captain_marvel.txt,Am I the only one who's confused here?,-0.2,[ 2.2004135 -1.2039168],[ 1.7394183 -1.7338227],0.06223168969154358
77,Maria,captain_marvel.txt,"Get your butt's inside, it's time to eat.",0.0,[ 1.4252825  -0.47489563],[ 0.01745443 -0.16854747],0.1646443009376526
78,Carol,captain_marvel.txt,Prepare for takeoff Lieutenant Trouble.,-0.2,[ 0.8993963  -0.25893983],[ 1.5153135 -1.5849357],0.032499223947525024
79,General Talos (voiceover),captain_marvel.txt,Charming memory.,0.7,[0.07627404 0.30709726],[ 1.5498315 -1.4854299],0.026936590671539307
80,Vers,captain_marvel.txt,Early start to your morning.,0.1,[-1.5541683  1.7379392],[ 1.279036 -1.27798 ],0.05807727575302124
81,Vers,captain_marvel.txt,Flying airplanes never feels like work.,0.0,[-1.8497957  1.8794922],[ 1.6779017 -1.5085715],0.0354824960231781
82,Vers,captain_marvel.txt,I prefer the view from up there.,0.0,[ 0.8423094  -0.22779036],[ 1.434548  -1.2865616],0.03669697046279907
83,General Talos (voiceover),captain_marvel.txt,"Wait, wait, wait. That's her. Get her back.",0.0,[ 1.5771079 -0.7883572],[ 0.9375523 -0.9995501],0.17686207592487335
84,Vers,captain_marvel.txt,I prefer the view from up there.,0.0,[ 0.8423094  -0.22779036],[ 1.434548  -1.2865616],0.03669697046279907
85,General Talos (voiceover),captain_marvel.txt,What's that on her shirt? I couldn't read it.,0.0,[ 1.9910381 -1.0471119],[ 1.223734  -1.2714871],0.12945081293582916
86,Vers,captain_marvel.txt,I prefer the view from up there.,0.0,[ 0.8423094  -0.22779036],[ 1.434548  -1.2865616],0.03669697046279907
87,General Talos (voiceover),captain_marvel.txt,Focus.,0.0,[ 1.1088718  -0.31923655],[ 1.0549139  -0.99645627],0.029467523097991943
88,Vers,captain_marvel.txt,Excuse me?,-0.05,[ 1.1781937  -0.23078704],[ 1.5333338 -1.5497638],0.1342793107032776
89,General Talos (voiceover),captain_marvel.txt,Look down.,-0.1555555555555555,[ 1.0171239  -0.33322546],[ 1.5174071 -1.4864553],0.0291329026222229
90,General Talos (voiceover),captain_marvel.txt,"Focus. Pegasus, Dr. Wendy Lawson. That's her.",0.0,[ 1.3493599 -0.6564356],[ 1.2644106 -1.3305618],0.1321151703596115
91,Carol,captain_marvel.txt,Can you hear that?,0.0,[ 1.6317748  -0.62875915],[ 1.5568008 -1.352677 ],0.07435056567192078
92,General Talos (voiceover),captain_marvel.txt,Do we have the location?,0.0,[ 2.3245273 -1.4924234],[ 1.684394  -1.6392808],0.026508748531341553
93,General Talos (voiceover),captain_marvel.txt,Now track Lawson until we find the energy signature.,0.0,[ 1.2312165  -0.51559925],[ 1.7611604 -1.8008071],0.027055442333221436
94,General Talos (voiceover),captain_marvel.txt,Interesting.,0.5,[-0.37192324  0.7307346 ],[ 1.1964412 -1.1757178],0.09069207310676575
95,General Talos (voiceover),captain_marvel.txt,Huh. Hold on. Go back right before this. Go back.,0.0952380952380952,[ 1.8358288 -1.1184181],[ 1.6102378 -1.5382992],0.01926860213279724
96,Carol,captain_marvel.txt,"That's no MIG, Lawson.",0.0,[ 1.0044239  -0.34584954],[ 1.1681541 -1.19751  ],0.024566322565078735
97,General Talos (voiceover),captain_marvel.txt,"This is it. Now, let me see where you're headed. That's right, look at the coordinates. (Vers begins having flashbacks to directly after the explosion) Focus. (Vers shuts here eyes) Open, please. That's it. That's it. (Vers begins looking at the coordinates, but her vision is fuzzy)You're almost there.You're almost there. (Vers shuts her eyes, squeezing them shut) Don't fight it. (Vers visions about the explosion come back, this time focusing on the fire around the plane) Focus!",0.0964285714285714,[ 1.5902338 -0.9400574],[ 1.6179303 -1.6149031],0.049888670444488525
98,General Talos (voiceover),captain_marvel.txt,Get her back. Get her back now!,0.0,[ 1.97343   -1.1260803],[ 0.6426799  -0.76375365],0.17728091776371002
99,Vers,captain_marvel.txt,What did you do to me?,0.0,[ 2.1804729 -1.2883091],[ 2.0600078 -1.9305391],0.17223450541496277
100,Vers,captain_marvel.txt,What did you put in my head?,0.0,[ 2.0870135 -1.2109306],[ 1.8902785 -1.6829373],0.14153268933296204
101,Vers,captain_marvel.txt,But those aren't my memories.,0.0,[ 1.5305289  -0.71783537],[ 1.8564001 -1.6051201],0.13824668526649475
102,Vers,captain_marvel.txt,Enough of your mind games! What do you want?,0.0,[ 2.0286202 -1.2225554],[ 1.390648  -1.2188884],0.170036181807518
103,Vers,captain_marvel.txt,I don't know any Doctor Lawson.,0.0,[ 1.2148743  -0.50155485],[ 1.5548387 -1.5318004],0.05973806977272034
104,Vers,captain_marvel.txt,You wouldn't know how these things come off would ya? No? Fine.,-0.2083333333333333,[ 1.599435  -0.9886869],[ 1.3895539 -1.2730339],0.11507028341293335
105,Vers,captain_marvel.txt,Hey!,0.0,[0.6611168  0.13126478],[ 1.1559635 -1.1226578],0.02856665849685669
106,Talos,captain_marvel.txt,Leaving so soon? We're just getting to know each other.,-0.125,[ 1.0109318  -0.17992386],[ 1.9928192 -1.880921 ],0.07474863529205322
107,Vers,captain_marvel.txt,Vers to Star Force Command. Do you read me?,0.0,[ 1.8710848  -0.98937565],[ 1.8674012 -2.0113857],0.045261919498443604
108,Vers,captain_marvel.txt,Hello? Do you copy?,0.0,[ 1.6466141 -1.0379527],[ 1.909583  -1.9932941],0.04717087745666504
109,Vers,captain_marvel.txt,"Hi, I'm Vers. Kree Star Force. Is this C-53? Do you understand me? Is my universal translator working?",0.0,[ 2.05873   -1.2444651],[ 2.0822418 -2.1514318],0.043044328689575195
110,Vers,captain_marvel.txt,"Oh, good. Are you in charge of security for this district?",0.7,[0.2929668  0.07844112],[ 2.1190221 -2.0433922],0.16593323647975922
111,Vers,captain_marvel.txt,Where can I find communications equipment?,0.0,[ 2.015971  -1.1902038],[ 1.9387585 -1.9022944],0.023078322410583496
112,Vers,captain_marvel.txt,Thank you.,0.0,[-0.3281238   0.90289474],[ 1.3803478 -1.3589175],0.16198284924030304
113,Vers,captain_marvel.txt,Come on.,0.0,[ 0.8295334  -0.10513789],[ 0.80590206 -0.69385916],0.11768479645252228
114,Yon-Rogg,captain_marvel.txt,"Vers. Verify, CTC39.",0.0,[ 1.2773988  -0.72562057],[ 1.8100623 -1.7827163],0.031292468309402466
115,Vers,captain_marvel.txt,"GRX31600, and I'm fine thank you for asking. Is everyone ok, what happened?",0.4583333333333333,[ 2.0739715 -1.3166907],[ 1.9819269 -2.0459645],0.10302923619747162
116,Yon-Rogg,captain_marvel.txt,Skrull ambush. I thought we'd lost you. Did you find Soh-Larr?,0.0,[ 1.9753203 -1.2492087],[ 1.883953 -2.149878],0.06825047731399536
117,Vers,captain_marvel.txt,"It wasn't Soh-Larr. Talos simmed him, even knew his code.",0.0,[ 1.6010634  -0.89921576],[ 1.649979  -1.7739434],0.06946754455566406
118,Yon-Rogg,captain_marvel.txt,That's impossible. That code was buried in his unconscious.,-0.6666666666666666,[ 1.3753269  -0.81221926],[ 1.6683804 -1.6223211],0.06636929512023926
119,Vers,captain_marvel.txt,"The Skrulls messed with my mind. The machine that they used, I think it was how they extracted Soh-Larr's code.",0.0,[ 1.2750006 -0.7567574],[ 1.5806183 -1.5895718],0.03208106756210327
120,Yon-Rogg,captain_marvel.txt,"Vers, where are you?",0.0,[ 2.0916336 -1.108873 ],[ 1.5612348 -1.6301743],0.06245708465576172
121,Vers,captain_marvel.txt,I'm on planet C-53. The Skrulls are looking for someone named Lawson.,0.0,[ 1.498149  -0.7971522],[ 1.7433397 -2.0135553],0.030277669429779053
122,Yon-Rogg,captain_marvel.txt,Who?,0.0,[ 1.9149289 -0.9018236],[ 1.2673016 -1.2214421],0.03859183192253113
123,Vers,captain_marvel.txt,She's... who I see...,0.0,[ 1.1244029  -0.48465243],[ 1.6065601 -1.6654133],0.10295063257217407
124,Yon-Rogg,captain_marvel.txt,"She's what? Vers. Vers, what?",0.0,[ 1.5687271 -0.8696851],[ 0.9876425 -1.0903538],0.04110357165336609
125,Vers,captain_marvel.txt,"She's a scientist. They think that she's cracked the code on light speed tech. I have to get to her before they do, or else they'll be able to invade new galaxies.",0.3454545454545454,[ 0.49392653 -0.01665271],[ 0.45423725 -0.4563347 ],0.044884681701660156
126,Yon-Rogg,captain_marvel.txt,No. You've been caught once already. How far to C-53?,0.1,[ 2.0885422 -1.436641 ],[ 1.4121987 -1.400782 ],0.03239530324935913
127,Yon-Rogg,captain_marvel.txt,"Vers. Hold your position until we get there, keep your comms online so that we can contact you.",0.0,[ 1.9422904 -1.2988389],[ 1.9213791 -1.7265567],0.09439525008201599
128,Vers,captain_marvel.txt,No! What if they get a hold of it before...,0.0,[ 1.5902855 -1.0022897],[ 1.2319851 -1.3148737],0.05746302008628845
129,Yon-Rogg,captain_marvel.txt,Vers? Vers!,0.0,[ 0.8410938  -0.10277101],[ 1.576208  -1.6714717],0.029568254947662354
130,Yon-Rogg,captain_marvel.txt,She's stronger than you think.,0.0,[ 0.7503324  -0.05470343],[ 1.0224024 -0.7328172],0.14384223520755768
131,Fury,captain_marvel.txt,"Excuse me miss, do you know anything about a lady who went through the roof of that Blockbuster over there? Witness says she was dressed for laser tag.",-0.05,[ 1.7192646 -0.9492161],[ 0.20685841 -0.10990387],0.0716659426689148
132,Vers,captain_marvel.txt,"Oh. Yeah, I think she went that way.",0.0,[0.4205384 0.1324332],[ 1.0762833  -0.97014415],0.12018004059791565
133,Fury,captain_marvel.txt,"Ah. I'd like to ask you some questions. Maybe give you the 4-1-1 on late night drop-bys. Could I see some identification, please?",-0.3,[ 2.0115037 -1.1748438],[ 2.345048 -2.304036],0.05889767408370972
134,Vers,captain_marvel.txt,Vers. Kree Star Force. We don't carry identification on metal cards.,0.0,[ 1.4838536  -0.73668545],[ 1.6532052 -1.7183994],0.02721509337425232
135,Fury,captain_marvel.txt,Vers. Star Force. How long are you planning on being in town?,-0.05,[ 2.148284  -1.3789283],[ 1.8981723 -2.0733612],0.03865876793861389
136,Vers,captain_marvel.txt,"Oh, I'll be out of your hair as soon as I track down the Skrulls which are infiltrating your planet.",-0.1555555555555555,[-0.36589563  0.84072536],[ 0.4250863 -0.5900061],0.12349310517311096
137,Fury,captain_marvel.txt,Skrulls?,0.0,[ 1.5652753 -0.8688722],[ 1.4464968 -1.428785 ],0.02432316541671753
138,Vers,captain_marvel.txt,"Shape-shifters. They can transform into any lifeform down to the DNA. Oh boy, you guys don't have a clue do you?",-0.1555555555555555,[-0.33532375  0.8239204 ],[ 0.92528915 -1.0095745 ],0.053126126527786255
139,Fury,captain_marvel.txt,"Oh, oh, oh, oh. Hold on. How do we know that you're not one of those... shapeshifters?",0.0,[ 1.6204475 -0.9906129],[ 1.5718461 -1.740637 ],0.1276545524597168
140,Vers,captain_marvel.txt,Congratulations Agent Fury. You have finally asked a relevant question.,0.2,[-0.7860525  1.3168101],[ 1.7841431 -1.7759959],0.02896219491958618
141,Fury,captain_marvel.txt,Oh! Congratulations to you Star Force Lady. You're under arrest.,-0.05,[-1.4767376  1.817295 ],[ 0.71121764 -0.6468139 ],0.17949680984020233
142,Fury,captain_marvel.txt,Let's greet them at the station.,0.0,[0.33094466 0.21019655],[ 1.7223457 -1.7227607],0.08702576160430908
143,Fury,captain_marvel.txt,You're saying he's not from around here?,0.0,[ 1.4189627  -0.73203886],[ 1.8817203 -1.9173744],0.08108174800872803
